Subject,Experiment,Pilot,Type,Condition,,Chunk.Time,Response.Time,Response,Total.Time
,,,,,,,,,
ec1982,2,1,experimental_trial,A,4,1081,6375,Somewhat complete,7337
,,,,,,,,,
ec1982,2,1,experimental_trial,A,5,1005,6375,Somewhat complete,7337
,,,,,,,,,
ec1982,2,1,experimental_trial,A,6,1039,6375,Somewhat complete,7337
,,,,,,,,,
ec1982,2,1,experimental_trial,B,0,1064,6631,Somewhat complete,7403
,,,,,,,,,
ec1982,2,1,experimental_trial,B,1,1128,6631,Somewhat complete,7403
,,,,,,,,,
ec1982,2,1,experimental_trial,B,2,1022,6631,Somewhat complete,7403
,,,,,,,,,
ec1982,2,1,experimental_trial,B,3,1046,6631,Somewhat complete,7403
,,,,,,,,,
ec1982,2,1,experimental_trial,B,4,1134,6631,Somewhat complete,7403
,,,,,,,,,
ec1982,2,1,experimental_trial,B,5,1018,6631,Somewhat complete,7403
,,,,,,,,,
ec1982,2,1,experimental_trial,B,6,991,6631,Somewhat complete,7403
,,,,,,,,,
ec1982,2,1,filler,3,0,1005,2245,Totally incomplete,7192
,,,,,,,,,
ec1982,2,1,filler,3,1,1105,2245,Totally incomplete,7192
,,,,,,,,,
ec1982,2,1,filler,3,2,1036,2245,Totally incomplete,7192
,,,,,,,,,
ec1982,2,1,filler,3,3,931,2245,Totally incomplete,7192
,,,,,,,,,
ec1982,2,1,filler,3,4,1039,2245,Totally incomplete,7192
,,,,,,,,,
ec1982,2,1,filler,3,5,1035,2245,Totally incomplete,7192
,,,,,,,,,
ec1982,2,1,filler,3,6,1041,2245,Totally incomplete,7192
,,,,,,,,,
ec1982,2,1,filler,1,0,1066,3284,Totally incomplete,7373
,,,,,,,,,
ec1982,2,1,filler,1,1,1030,3284,Totally incomplete,7373
,,,,,,,,,
ec1982,2,1,filler,1,2,1017,3284,Totally incomplete,7373
,,,,,,,,,
ec1982,2,1,filler,1,3,1060,3284,Totally incomplete,7373
,,,,,,,,,
ec1982,2,1,filler,1,4,1031,3284,Totally incomplete,7373
,,,,,,,,,
ec1982,2,1,filler,1,5,1080,3284,Totally incomplete,7373
,,,,,,,,,
ec1982,2,1,filler,1,6,1089,3284,Totally incomplete,7373
,,,,,,,,,
ec1982,2,1,experimental_trial,A,0,1083,4726,Totally complete,7204
,,,,,,,,,
ec1982,2,1,experimental_trial,A,1,995,4726,Totally complete,7204
,,,,,,,,,
ec1982,2,1,experimental_trial,A,2,992,4726,Totally complete,7204
,,,,,,,,,
ec1982,2,1,experimental_trial,A,3,1013,4726,Totally complete,7204
,,,,,,,,,
ec1982,2,1,experimental_trial,A,4,1058,4726,Totally complete,7204
,,,,,,,,,
ec1982,2,1,experimental_trial,A,5,1068,4726,Totally complete,7204
,,,,,,,,,
ec1982,2,1,experimental_trial,A,6,995,4726,Totally complete,7204
,,,,,,,,,
ec1982,2,1,filler,3,0,1032,4501,Totally incomplete,7292
,,,,,,,,,
ec1982,2,1,filler,3,1,1068,4501,Totally incomplete,7292
,,,,,,,,,
ec1982,2,1,filler,3,2,1064,4501,Totally incomplete,7292
,,,,,,,,,
ec1982,2,1,filler,3,3,1001,4501,Totally incomplete,7292
,,,,,,,,,
ec1982,2,1,filler,3,4,1013,4501,Totally incomplete,7292
,,,,,,,,,
ec1982,2,1,filler,3,5,1061,4501,Totally incomplete,7292
,,,,,,,,,
ec1982,2,1,filler,3,6,1053,4501,Totally incomplete,7292
,,,,,,,,,
ec1982,2,1,experimental_trial,C,0,1046,5766,Somewhat complete,7036
,,,,,,,,,
ec1982,2,1,experimental_trial,C,1,928,5766,Somewhat complete,7036
,,,,,,,,,
ec1982,2,1,experimental_trial,C,2,927,5766,Somewhat complete,7036
,,,,,,,,,
ec1982,2,1,experimental_trial,C,3,1099,5766,Somewhat complete,7036
,,,,,,,,,
ec1982,2,1,experimental_trial,C,4,1042,5766,Somewhat complete,7036
,,,,,,,,,
ec1982,2,1,experimental_trial,C,5,1044,5766,Somewhat complete,7036
,,,,,,,,,
ec1982,2,1,experimental_trial,C,6,950,5766,Somewhat complete,7036
,,,,,,,,,
ec1982,2,1,filler,2,0,1040,2066,Somewhat incomplete,7364
,,,,,,,,,
ec1982,2,1,filler,2,1,1067,2066,Somewhat incomplete,7364
,,,,,,,,,
ec1982,2,1,filler,2,2,1044,2066,Somewhat incomplete,7364
,,,,,,,,,
ec1982,2,1,filler,2,3,1060,2066,Somewhat incomplete,7364
,,,,,,,,,
ec1982,2,1,filler,2,4,1053,2066,Somewhat incomplete,7364
,,,,,,,,,
ec1982,2,1,filler,2,5,1020,2066,Somewhat incomplete,7364
,,,,,,,,,
ec1982,2,1,filler,2,6,1080,2066,Somewhat incomplete,7364
,,,,,,,,,
ec1982,2,1,experimental_trial,B,0,1083,2283,Totally complete,7430
,,,,,,,,,
ec1982,2,1,experimental_trial,B,1,1110,2283,Totally complete,7430
,,,,,,,,,
ec1982,2,1,experimental_trial,B,2,1086,2283,Totally complete,7430
,,,,,,,,,
ec1982,2,1,experimental_trial,B,3,1085,2283,Totally complete,7430
,,,,,,,,,
ec1982,2,1,experimental_trial,B,4,1066,2283,Totally complete,7430
,,,,,,,,,
ec1982,2,1,experimental_trial,B,5,1025,2283,Totally complete,7430
,,,,,,,,,
ec1982,2,1,experimental_trial,B,6,975,2283,Totally complete,7430
,,,,,,,,,
ec1982,2,1,experimental_trial,C,0,972,5384,Totally complete,7163
,,,,,,,,,
ec1982,2,1,experimental_trial,C,1,1066,5384,Totally complete,7163
,,,,,,,,,
ec1982,2,1,experimental_trial,C,2,1070,5384,Totally complete,7163
,,,,,,,,,
ec1982,2,1,experimental_trial,C,3,1089,5384,Totally complete,7163
,,,,,,,,,
ec1982,2,1,experimental_trial,C,4,971,5384,Totally complete,7163
,,,,,,,,,
ec1982,2,1,experimental_trial,C,5,1038,5384,Totally complete,7163
,,,,,,,,,
ec1982,2,1,experimental_trial,C,6,957,5384,Totally complete,7163
,,,,,,,,,
ec1982,2,1,filler,1,0,1075,6988,Somewhat incomplete,7544
,,,,,,,,,
ec1982,2,1,filler,1,1,1019,6988,Somewhat incomplete,7544
,,,,,,,,,
ec1982,2,1,filler,1,2,1005,6988,Somewhat incomplete,7544
,,,,,,,,,
ec1982,2,1,filler,1,3,1022,6988,Somewhat incomplete,7544
,,,,,,,,,
ec1982,2,1,filler,1,4,1126,6988,Somewhat incomplete,7544
,,,,,,,,,
ec1982,2,1,filler,1,5,1125,6988,Somewhat incomplete,7544
,,,,,,,,,
ec1982,2,1,filler,1,6,1172,6988,Somewhat incomplete,7544
,,,,,,,,,
dh1990,2,1,experimental_trial,B,0,4048,1788,Totally complete,15534
,,,,,,,,,
dh1990,2,1,experimental_trial,B,1,2620,1788,Totally complete,15534
,,,,,,,,,
dh1990,2,1,experimental_trial,B,2,1928,1788,Totally complete,15534
,,,,,,,,,
dh1990,2,1,experimental_trial,B,3,1897,1788,Totally complete,15534
,,,,,,,,,
dh1990,2,1,experimental_trial,B,4,1979,1788,Totally complete,15534
,,,,,,,,,
dh1990,2,1,experimental_trial,B,5,1518,1788,Totally complete,15534
,,,,,,,,,
dh1990,2,1,experimental_trial,B,6,1544,1788,Totally complete,15534
,,,,,,,,,
dh1990,2,1,experimental_trial,A,0,1309,3104,Totally incomplete,10711
,,,,,,,,,
dh1990,2,1,experimental_trial,A,1,1407,3104,Totally incomplete,10711
,,,,,,,,,
dh1990,2,1,experimental_trial,A,2,1513,3104,Totally incomplete,10711
,,,,,,,,,
dh1990,2,1,experimental_trial,A,3,1511,3104,Totally incomplete,10711
,,,,,,,,,
dh1990,2,1,experimental_trial,A,4,1474,3104,Totally incomplete,10711
,,,,,,,,,
dh1990,2,1,experimental_trial,A,5,1975,3104,Totally incomplete,10711
,,,,,,,,,
dh1990,2,1,experimental_trial,A,6,1522,3104,Totally incomplete,10711
,,,,,,,,,
dh1990,2,1,experimental_trial,B,0,1334,2653,Totally complete,9805
,,,,,,,,,
dh1990,2,1,experimental_trial,B,1,1408,2653,Totally complete,9805
,,,,,,,,,
dh1990,2,1,experimental_trial,B,2,1469,2653,Totally complete,9805
,,,,,,,,,
dh1990,2,1,experimental_trial,B,3,1448,2653,Totally complete,9805
,,,,,,,,,
dh1990,2,1,experimental_trial,B,4,1500,2653,Totally complete,9805
,,,,,,,,,
dh1990,2,1,experimental_trial,B,5,1316,2653,Totally complete,9805
,,,,,,,,,
dh1990,2,1,experimental_trial,B,6,1330,2653,Totally complete,9805
,,,,,,,,,
dh1990,2,1,experimental_trial,A,0,1468,3414,Somewhat incomplete,9969
,,,,,,,,,
dh1990,2,1,experimental_trial,A,1,1511,3414,Somewhat incomplete,9969
,,,,,,,,,
dh1990,2,1,experimental_trial,A,2,1494,3414,Somewhat incomplete,9969
,,,,,,,,,
dh1990,2,1,experimental_trial,A,3,1377,3414,Somewhat incomplete,9969
,,,,,,,,,
dh1990,2,1,experimental_trial,A,4,1354,3414,Somewhat incomplete,9969
,,,,,,,,,
dh1990,2,1,experimental_trial,A,5,1330,3414,Somewhat incomplete,9969
,,,,,,,,,
dh1990,2,1,experimental_trial,A,6,1435,3414,Somewhat incomplete,9969
,,,,,,,,,
dh1990,2,1,experimental_trial,C,0,1309,2402,Somewhat complete,9300
,,,,,,,,,
dh1990,2,1,experimental_trial,C,1,1350,2402,Somewhat complete,9300
,,,,,,,,,
dh1990,2,1,experimental_trial,C,2,1380,2402,Somewhat complete,9300
,,,,,,,,,
dh1990,2,1,experimental_trial,C,3,1311,2402,Somewhat complete,9300
,,,,,,,,,
dh1990,2,1,experimental_trial,C,4,1278,2402,Somewhat complete,9300
,,,,,,,,,
dh1990,2,1,experimental_trial,C,5,1363,2402,Somewhat complete,9300
,,,,,,,,,
dh1990,2,1,experimental_trial,C,6,1309,2402,Somewhat complete,9300
,,,,,,,,,
dh1990,2,1,filler,3,0,1257,2520,Somewhat incomplete,9303
,,,,,,,,,
dh1990,2,1,filler,3,1,1368,2520,Somewhat incomplete,9303
,,,,,,,,,
dh1990,2,1,filler,3,2,1344,2520,Somewhat incomplete,9303
,,,,,,,,,
dh1990,2,1,filler,3,3,1309,2520,Somewhat incomplete,9303
,,,,,,,,,
dh1990,2,1,filler,3,4,1324,2520,Somewhat incomplete,9303
,,,,,,,,,
dh1990,2,1,filler,3,5,1314,2520,Somewhat incomplete,9303
,,,,,,,,,
dh1990,2,1,filler,3,6,1387,2520,Somewhat incomplete,9303
,,,,,,,,,
dh1990,2,1,experimental_trial,B,0,1214,1579,Totally complete,9225
,,,,,,,,,
dh1990,2,1,experimental_trial,B,1,1330,1579,Totally complete,9225
,,,,,,,,,
dh1990,2,1,experimental_trial,B,2,1344,1579,Totally complete,9225
,,,,,,,,,
dh1990,2,1,experimental_trial,B,3,1385,1579,Totally complete,9225
,,,,,,,,,
dh1990,2,1,experimental_trial,B,4,1312,1579,Totally complete,9225
,,,,,,,,,
dh1990,2,1,experimental_trial,B,5,1331,1579,Totally complete,9225
,,,,,,,,,
dh1990,2,1,experimental_trial,B,6,1309,1579,Totally complete,9225
,,,,,,,,,
dh1990,2,1,experimental_trial,A,0,1250,8925,Somewhat complete,8936
,,,,,,,,,
dh1990,2,1,experimental_trial,A,1,1254,8925,Somewhat complete,8936
,,,,,,,,,
dh1990,2,1,experimental_trial,A,2,1334,8925,Somewhat complete,8936
,,,,,,,,,
dh1990,2,1,experimental_trial,A,3,1234,8925,Somewhat complete,8936
,,,,,,,,,
dh1990,2,1,experimental_trial,A,4,1295,8925,Somewhat complete,8936
,,,,,,,,,
dh1990,2,1,experimental_trial,A,5,1298,8925,Somewhat complete,8936
,,,,,,,,,
dh1990,2,1,experimental_trial,A,6,1271,8925,Somewhat complete,8936
,,,,,,,,,
dh1990,2,1,experimental_trial,B,0,1232,4406,Totally complete,8763
,,,,,,,,,
dh1990,2,1,experimental_trial,B,1,1252,4406,Totally complete,8763
,,,,,,,,,
dh1990,2,1,experimental_trial,B,2,1270,4406,Totally complete,8763
,,,,,,,,,
dh1990,2,1,experimental_trial,B,3,1257,4406,Totally complete,8763
,,,,,,,,,
dh1990,2,1,experimental_trial,B,4,1242,4406,Totally complete,8763
,,,,,,,,,
dh1990,2,1,experimental_trial,B,5,1274,4406,Totally complete,8763
,,,,,,,,,
dh1990,2,1,experimental_trial,B,6,1236,4406,Totally complete,8763
,,,,,,,,,
dh1990,2,1,filler,1,0,1245,2217,Somewhat incomplete,8465
,,,,,,,,,
dh1990,2,1,filler,1,1,1237,2217,Somewhat incomplete,8465
,,,,,,,,,
dh1990,2,1,filler,1,2,1157,2217,Somewhat incomplete,8465
,,,,,,,,,
dh1990,2,1,filler,1,3,1153,2217,Somewhat incomplete,8465
,,,,,,,,,
dh1990,2,1,filler,1,4,1093,2217,Somewhat incomplete,8465
,,,,,,,,,
dh1990,2,1,filler,1,5,1182,2217,Somewhat incomplete,8465
,,,,,,,,,
dh1990,2,1,filler,1,6,1398,2217,Somewhat incomplete,8465
,,,,,,,,,
dh1990,2,1,experimental_trial,C,0,1140,2160,Totally complete,8443
,,,,,,,,,
dh1990,2,1,experimental_trial,C,1,1166,2160,Totally complete,8443
,,,,,,,,,
dh1990,2,1,experimental_trial,C,2,1294,2160,Totally complete,8443
,,,,,,,,,
dh1990,2,1,experimental_trial,C,3,1220,2160,Totally complete,8443
,,,,,,,,,
dh1990,2,1,experimental_trial,C,4,1190,2160,Totally complete,8443
,,,,,,,,,
dh1990,2,1,experimental_trial,C,5,1163,2160,Totally complete,8443
,,,,,,,,,
dh1990,2,1,experimental_trial,C,6,1270,2160,Totally complete,8443
,,,,,,,,,
dh1990,2,1,filler,2,0,1225,1995,Totally incomplete,8781
,,,,,,,,,
dh1990,2,1,filler,2,1,1553,1995,Totally incomplete,8781
,,,,,,,,,
dh1990,2,1,filler,2,2,1217,1995,Totally incomplete,8781
,,,,,,,,,
dh1990,2,1,filler,2,3,1153,1995,Totally incomplete,8781
,,,,,,,,,
dh1990,2,1,filler,2,4,1224,1995,Totally incomplete,8781
,,,,,,,,,
dh1990,2,1,filler,2,5,1210,1995,Totally incomplete,8781
,,,,,,,,,
dh1990,2,1,filler,2,6,1199,1995,Totally incomplete,8781
,,,,,,,,,
dh1990,2,1,filler,2,0,1183,4287,Somewhat incomplete,8388
,,,,,,,,,
dh1990,2,1,filler,2,1,1243,4287,Somewhat incomplete,8388
,,,,,,,,,
dh1990,2,1,filler,2,2,1224,4287,Somewhat incomplete,8388
,,,,,,,,,
dh1990,2,1,filler,2,3,1152,4287,Somewhat incomplete,8388
,,,,,,,,,
dh1990,2,1,filler,2,4,1146,4287,Somewhat incomplete,8388
,,,,,,,,,
dh1990,2,1,filler,2,5,1172,4287,Somewhat incomplete,8388
,,,,,,,,,
dh1990,2,1,filler,2,6,1268,4287,Somewhat incomplete,8388
,,,,,,,,,
dh1990,2,1,experimental_trial,C,0,1131,2259,Somewhat complete,8162
,,,,,,,,,
dh1990,2,1,experimental_trial,C,1,1121,2259,Somewhat complete,8162
,,,,,,,,,
dh1990,2,1,experimental_trial,C,2,1169,2259,Somewhat complete,8162
,,,,,,,,,
dh1990,2,1,experimental_trial,C,3,1161,2259,Somewhat complete,8162
,,,,,,,,,
dh1990,2,1,experimental_trial,C,4,1143,2259,Somewhat complete,8162
,,,,,,,,,
dh1990,2,1,experimental_trial,C,5,1221,2259,Somewhat complete,8162
,,,,,,,,,
dh1990,2,1,experimental_trial,C,6,1216,2259,Somewhat complete,8162
,,,,,,,,,
dh1990,2,1,experimental_trial,A,0,1084,3040,Somewhat complete,8192
,,,,,,,,,
dh1990,2,1,experimental_trial,A,1,1093,3040,Somewhat complete,8192
,,,,,,,,,
dh1990,2,1,experimental_trial,A,2,1169,3040,Somewhat complete,8192
,,,,,,,,,
dh1990,2,1,experimental_trial,A,3,1162,3040,Somewhat complete,8192
,,,,,,,,,
dh1990,2,1,experimental_trial,A,4,1207,3040,Somewhat complete,8192
,,,,,,,,,
dh1990,2,1,experimental_trial,A,5,1244,3040,Somewhat complete,8192
,,,,,,,,,
dh1990,2,1,experimental_trial,A,6,1233,3040,Somewhat complete,8192
,,,,,,,,,
dh1990,2,1,experimental_trial,B,0,1175,1285,Totally complete,8327
,,,,,,,,,
dh1990,2,1,experimental_trial,B,1,1153,1285,Totally complete,8327
,,,,,,,,,
dh1990,2,1,experimental_trial,B,2,1225,1285,Totally complete,8327
,,,,,,,,,
dh1990,2,1,experimental_trial,B,3,1184,1285,Totally complete,8327
,,,,,,,,,
dh1990,2,1,experimental_trial,B,4,1176,1285,Totally complete,8327
,,,,,,,,,
dh1990,2,1,experimental_trial,B,5,1205,1285,Totally complete,8327
,,,,,,,,,
dh1990,2,1,experimental_trial,B,6,1209,1285,Totally complete,8327
,,,,,,,,,
dh1990,2,1,filler,1,0,1136,2417,Somewhat incomplete,7759
,,,,,,,,,
dh1990,2,1,filler,1,1,1092,2417,Somewhat incomplete,7759
,,,,,,,,,
dh1990,2,1,filler,1,2,1191,2417,Somewhat incomplete,7759
,,,,,,,,,
dh1990,2,1,filler,1,3,1038,2417,Somewhat incomplete,7759
,,,,,,,,,
dh1990,2,1,filler,1,4,1018,2417,Somewhat incomplete,7759
,,,,,,,,,
dh1990,2,1,filler,1,5,1087,2417,Somewhat incomplete,7759
,,,,,,,,,
dh1990,2,1,filler,1,6,1197,2417,Somewhat incomplete,7759
,,,,,,,,,
dh1990,2,1,filler,3,0,1077,2329,Somewhat complete,7648
,,,,,,,,,
dh1990,2,1,filler,3,1,1054,2329,Somewhat complete,7648
,,,,,,,,,
dh1990,2,1,filler,3,2,1094,2329,Somewhat complete,7648
,,,,,,,,,
dh1990,2,1,filler,3,3,1078,2329,Somewhat complete,7648
,,,,,,,,,
dh1990,2,1,filler,3,4,1018,2329,Somewhat complete,7648
,,,,,,,,,
dh1990,2,1,filler,3,5,1090,2329,Somewhat complete,7648
,,,,,,,,,
dh1990,2,1,filler,3,6,1237,2329,Somewhat complete,7648
,,,,,,,,,
dh1990,2,1,experimental_trial,C,0,1045,1900,Somewhat complete,7654
,,,,,,,,,
dh1990,2,1,experimental_trial,C,1,1036,1900,Somewhat complete,7654
,,,,,,,,,
dh1990,2,1,experimental_trial,C,2,1088,1900,Somewhat complete,7654
,,,,,,,,,
dh1990,2,1,experimental_trial,C,3,1079,1900,Somewhat complete,7654
,,,,,,,,,
dh1990,2,1,experimental_trial,C,4,1080,1900,Somewhat complete,7654
,,,,,,,,,
dh1990,2,1,experimental_trial,C,5,1135,1900,Somewhat complete,7654
,,,,,,,,,
dh1990,2,1,experimental_trial,C,6,1191,1900,Somewhat complete,7654
,,,,,,,,,
dh1990,2,1,filler,1,0,1053,3878,Somewhat incomplete,7706
,,,,,,,,,
dh1990,2,1,filler,1,1,1054,3878,Somewhat incomplete,7706
,,,,,,,,,
dh1990,2,1,filler,1,2,1037,3878,Somewhat incomplete,7706
,,,,,,,,,
dh1990,2,1,filler,1,3,1071,3878,Somewhat incomplete,7706
,,,,,,,,,
dh1990,2,1,filler,1,4,1097,3878,Somewhat incomplete,7706
,,,,,,,,,
dh1990,2,1,filler,1,5,1117,3878,Somewhat incomplete,7706
,,,,,,,,,
dh1990,2,1,filler,1,6,1277,3878,Somewhat incomplete,7706
,,,,,,,,,
dh1990,2,1,experimental_trial,C,0,993,1356,Totally complete,7497
,,,,,,,,,
dh1990,2,1,experimental_trial,C,1,1004,1356,Totally complete,7497
,,,,,,,,,
dh1990,2,1,experimental_trial,C,2,1129,1356,Totally complete,7497
,,,,,,,,,
dh1990,2,1,experimental_trial,C,3,1059,1356,Totally complete,7497
,,,,,,,,,
dh1990,2,1,experimental_trial,C,4,1080,1356,Totally complete,7497
,,,,,,,,,
dh1990,2,1,experimental_trial,C,5,1084,1356,Totally complete,7497
,,,,,,,,,
dh1990,2,1,experimental_trial,C,6,1148,1356,Totally complete,7497
,,,,,,,,,
dh1990,2,1,experimental_trial,C,0,1062,2287,Totally complete,7892
,,,,,,,,,
dh1990,2,1,experimental_trial,C,1,1071,2287,Totally complete,7892
,,,,,,,,,
dh1990,2,1,experimental_trial,C,2,1175,2287,Totally complete,7892
,,,,,,,,,
dh1990,2,1,experimental_trial,C,3,1148,2287,Totally complete,7892
,,,,,,,,,
dh1990,2,1,experimental_trial,C,4,1157,2287,Totally complete,7892
,,,,,,,,,
dh1990,2,1,experimental_trial,C,5,1109,2287,Totally complete,7892
,,,,,,,,,
dh1990,2,1,experimental_trial,C,6,1170,2287,Totally complete,7892
,,,,,,,,,
dh1990,2,1,filler,3,0,1068,1165,Somewhat complete,7649
,,,,,,,,,
dh1990,2,1,filler,3,1,1083,1165,Somewhat complete,7649
,,,,,,,,,
dh1990,2,1,filler,3,2,1090,1165,Somewhat complete,7649
,,,,,,,,,
dh1990,2,1,filler,3,3,1101,1165,Somewhat complete,7649
,,,,,,,,,
dh1990,2,1,filler,3,4,1142,1165,Somewhat complete,7649
,,,,,,,,,
dh1990,2,1,filler,3,5,1059,1165,Somewhat complete,7649
,,,,,,,,,
dh1990,2,1,filler,3,6,1106,1165,Somewhat complete,7649
,,,,,,,,,
dh1990,2,1,experimental_trial,A,0,1062,2355,Somewhat complete,7691
,,,,,,,,,
dh1990,2,1,experimental_trial,A,1,1086,2355,Somewhat complete,7691
,,,,,,,,,
dh1990,2,1,experimental_trial,A,2,1069,2355,Somewhat complete,7691
,,,,,,,,,
dh1990,2,1,experimental_trial,A,3,1103,2355,Somewhat complete,7691
,,,,,,,,,
dh1990,2,1,experimental_trial,A,4,1089,2355,Somewhat complete,7691
,,,,,,,,,
dh1990,2,1,experimental_trial,A,5,1153,2355,Somewhat complete,7691
,,,,,,,,,
dh1990,2,1,experimental_trial,A,6,1129,2355,Somewhat complete,7691
,,,,,,,,,
dh1990,2,1,experimental_trial,A,0,1122,2702,Somewhat complete,7523
,,,,,,,,,
dh1990,2,1,experimental_trial,A,1,1044,2702,Somewhat complete,7523
,,,,,,,,,
dh1990,2,1,experimental_trial,A,2,1060,2702,Somewhat complete,7523
,,,,,,,,,
dh1990,2,1,experimental_trial,A,3,1053,2702,Somewhat complete,7523
,,,,,,,,,
dh1990,2,1,experimental_trial,A,4,1046,2702,Somewhat complete,7523
,,,,,,,,,
dh1990,2,1,experimental_trial,A,5,1052,2702,Somewhat complete,7523
,,,,,,,,,
dh1990,2,1,experimental_trial,A,6,1146,2702,Somewhat complete,7523
,,,,,,,,,
dh1990,2,1,filler,2,0,1025,2577,Somewhat complete,7432
,,,,,,,,,
dh1990,2,1,filler,2,1,970,2577,Somewhat complete,7432
,,,,,,,,,
dh1990,2,1,filler,2,2,1070,2577,Somewhat complete,7432
,,,,,,,,,
dh1990,2,1,filler,2,3,1061,2577,Somewhat complete,7432
,,,,,,,,,
dh1990,2,1,filler,2,4,1129,2577,Somewhat complete,7432
,,,,,,,,,
dh1990,2,1,filler,2,5,1063,2577,Somewhat complete,7432
,,,,,,,,,
dh1990,2,1,filler,2,6,1114,2577,Somewhat complete,7432
,,,,,,,,,
dh1990,2,1,experimental_trial,B,0,1026,2127,Totally complete,7459
,,,,,,,,,
dh1990,2,1,experimental_trial,B,1,985,2127,Totally complete,7459
,,,,,,,,,
dh1990,2,1,experimental_trial,B,2,1046,2127,Totally complete,7459
,,,,,,,,,
dh1990,2,1,experimental_trial,B,3,1039,2127,Totally complete,7459
,,,,,,,,,
dh1990,2,1,experimental_trial,B,4,1051,2127,Totally complete,7459
,,,,,,,,,
dh1990,2,1,experimental_trial,B,5,1139,2127,Totally complete,7459
,,,,,,,,,
dh1990,2,1,experimental_trial,B,6,1173,2127,Totally complete,7459
,,,,,,,,,
ct1986,2,1,experimental_trial,B,0,12331,3183,Somewhat complete,22255
,,,,,,,,,
ct1986,2,1,experimental_trial,B,1,3191,3183,Somewhat complete,22255
,,,,,,,,,
ct1986,2,1,experimental_trial,B,2,1648,3183,Somewhat complete,22255
,,,,,,,,,
ct1986,2,1,experimental_trial,B,3,1464,3183,Somewhat complete,22255
,,,,,,,,,
ct1986,2,1,experimental_trial,B,4,1253,3183,Somewhat complete,22255
,,,,,,,,,
ct1986,2,1,experimental_trial,B,5,1169,3183,Somewhat complete,22255
,,,,,,,,,
ct1986,2,1,experimental_trial,B,6,1199,3183,Somewhat complete,22255
,,,,,,,,,
ct1986,2,1,experimental_trial,C,0,1827,3197,Somewhat incomplete,8813
,,,,,,,,,
ct1986,2,1,experimental_trial,C,1,1358,3197,Somewhat incomplete,8813
,,,,,,,,,
ct1986,2,1,experimental_trial,C,2,1210,3197,Somewhat incomplete,8813
,,,,,,,,,
ct1986,2,1,experimental_trial,C,3,1061,3197,Somewhat incomplete,8813
,,,,,,,,,
ct1986,2,1,experimental_trial,C,4,1102,3197,Somewhat incomplete,8813
,,,,,,,,,
ct1986,2,1,experimental_trial,C,5,1129,3197,Somewhat incomplete,8813
,,,,,,,,,
ct1986,2,1,experimental_trial,C,6,1126,3197,Somewhat incomplete,8813
,,,,,,,,,
ct1986,2,1,filler,3,0,1071,1611,Totally incomplete,6774
,,,,,,,,,
ct1986,2,1,filler,3,1,1064,1611,Totally incomplete,6774
,,,,,,,,,
ct1986,2,1,filler,3,2,979,1611,Totally incomplete,6774
,,,,,,,,,
ct1986,2,1,filler,3,3,982,1611,Totally incomplete,6774
,,,,,,,,,
ct1986,2,1,filler,3,4,993,1611,Totally incomplete,6774
,,,,,,,,,
ct1986,2,1,filler,3,5,833,1611,Totally incomplete,6774
,,,,,,,,,
ct1986,2,1,filler,3,6,852,1611,Totally incomplete,6774
,,,,,,,,,
ct1986,2,1,experimental_trial,A,0,1043,5234,Somewhat incomplete,6841
,,,,,,,,,
ct1986,2,1,experimental_trial,A,1,1034,5234,Somewhat incomplete,6841
,,,,,,,,,
ct1986,2,1,experimental_trial,A,2,1022,5234,Somewhat incomplete,6841
,,,,,,,,,
ct1986,2,1,experimental_trial,A,3,977,5234,Somewhat incomplete,6841
,,,,,,,,,
ct1986,2,1,experimental_trial,A,4,933,5234,Somewhat incomplete,6841
,,,,,,,,,
ct1986,2,1,experimental_trial,A,5,939,5234,Somewhat incomplete,6841
,,,,,,,,,
ct1986,2,1,experimental_trial,A,6,893,5234,Somewhat incomplete,6841
,,,,,,,,,
ct1986,2,1,experimental_trial,C,0,866,3180,Somewhat complete,6095
,,,,,,,,,
ct1986,2,1,experimental_trial,C,1,880,3180,Somewhat complete,6095
,,,,,,,,,
ct1986,2,1,experimental_trial,C,2,897,3180,Somewhat complete,6095
,,,,,,,,,
ct1986,2,1,experimental_trial,C,3,850,3180,Somewhat complete,6095
,,,,,,,,,
ct1986,2,1,experimental_trial,C,4,884,3180,Somewhat complete,6095
,,,,,,,,,
ct1986,2,1,experimental_trial,C,5,860,3180,Somewhat complete,6095
,,,,,,,,,
ct1986,2,1,experimental_trial,C,6,858,3180,Somewhat complete,6095
,,,,,,,,,
ct1986,2,1,experimental_trial,A,0,871,2416,Somewhat incomplete,6011
,,,,,,,,,
ct1986,2,1,experimental_trial,A,1,933,2416,Somewhat incomplete,6011
,,,,,,,,,
ct1986,2,1,experimental_trial,A,2,806,2416,Somewhat incomplete,6011
,,,,,,,,,
ct1986,2,1,experimental_trial,A,3,849,2416,Somewhat incomplete,6011
,,,,,,,,,
ct1986,2,1,experimental_trial,A,4,852,2416,Somewhat incomplete,6011
,,,,,,,,,
ct1986,2,1,experimental_trial,A,5,839,2416,Somewhat incomplete,6011
,,,,,,,,,
ct1986,2,1,experimental_trial,A,6,861,2416,Somewhat incomplete,6011
,,,,,,,,,
ct1986,2,1,filler,3,0,1025,1609,Totally incomplete,6381
,,,,,,,,,
ct1986,2,1,filler,3,1,959,1609,Totally incomplete,6381
,,,,,,,,,
ct1986,2,1,filler,3,2,897,1609,Totally incomplete,6381
,,,,,,,,,
